building_name,building_id,room_id,room_name,type,type_name,capacity
Veröld - Hús Vigdísar,103,1781,VHV-007,3.0,Kennslustofa,40.0
Veröld - Hús Vigdísar,103,1782,VHV-008,3.0,Kennslustofa,40.0
Veröld - Hús Vigdísar,103,1786,VHV-107,3.0,Kennslustofa,20.0
Veröld - Hús Vigdísar,103,1792,VHV-227,3.0,Kennslustofa,10.0
Veröld - Hús Vigdísar,103,1791,VHV-207,3.0,Kennslustofa,10.0
Veröld - Hús Vigdísar,103,1789,VHV-223,3.0,Kennslustofa,6.0
Veröld - Hús Vigdísar,103,1793,VHV-228,3.0,Kennslustofa,10.0
Veröld - Hús Vigdísar,103,1787,VHV-108,3.0,Kennslustofa,20.0
Veröld - Hús Vigdísar,103,1783,VHV-023 Auðarsalur,3.0,Kennslustofa,121.0
Veröld - Hús Vigdísar,103,1798,VHV-000 útitorg,31.0,Annað,
Veröld - Hús Vigdísar,103,1808,VHV-119 Vigdísarstofa,21.0,Opið rými,
Veröld - Hús Vigdísar,103,1810,VHV-302,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1811,VHV-303,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1812,VHV-304,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1813,VHV-305,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1814,VHV-306,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1815,VHV-307,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1816,VHV-308,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1817,VHV-309,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1818,VHV-310,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1819,VHV-311,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1820,VHV-312,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1821,VHV-313,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1822,VHV-314,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1823,VHV-315,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1828,VHV-320,5.0,Fundarherbergi,10.0
Veröld - Hús Vigdísar,103,1829,VHV-321,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1830,VHV-329,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1831,VHV-330,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1832,VHV-331,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1833,VHV-334,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1834,VHV-335,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1835,VHV-336,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1836,VHV-337,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1837,VHV-338,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1838,VHV-339,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1839,VHV-340,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1840,VHV-341,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1841,VHV-342,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1842,VHV-345,5.0,Fundarherbergi,
Veröld - Hús Vigdísar,103,1843,VHV-204,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1844,VHV-205,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1845,VHV-206,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1846,VHV-208,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1847,VHV-209,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1848,VHV-210,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1849,VHV-211,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1850,VHV-213,7.0,Skrifstofa,
Veröld - Hús Vigdísar,103,1960,VHV-212,7.0,Skrifstofa,
VR-1,36,699,V01-106,9.0,Lab,
VR-1,36,700,V01-107,9.0,Lab,
VR-1,36,701,V01-108,9.0,Lab,
VR-1,36,702,V01-109,9.0,Lab,
VR-1,36,703,V01-110,9.0,Lab,
VR-1,36,704,V01-111,9.0,Lab,
VR-1,36,705,V01-112,9.0,Lab,
VR-1,36,706,V01-113,9.0,Lab,
VR-1,36,707,V01-118,9.0,Lab,
VR-1,36,711,V01-122,9.0,Lab,
VR-1,36,712,V01-123,9.0,Lab,
VR-1,36,713,V01-125,9.0,Lab,
VR-1,36,714,V01-126,9.0,Lab,
VR-1,36,715,V01-127,9.0,Lab,
VR-1,36,716,V01-128,9.0,Lab,
VR-1,36,717,V01-129,9.0,Lab,
VR-1,36,718,V01-131,9.0,Lab,
VR-1,36,719,V01-132,9.0,Lab,
VR-1,36,720,V01-201,9.0,Lab,
VR-1,36,723,V01-204,9.0,Lab,
VR-1,36,1527,V01-216,9.0,Lab,
VR-1,36,1528,V01-219,9.0,Lab,
VR-1,36,721,V01-202,9.0,Lab,
VR-1,36,722,V01-203,9.0,Lab,
VR-1,36,697,V01-103 Lab,9.0,Lab,
VR-1,36,698,V01-105 Lab,9.0,Lab,
VR-1,36,1529,V01-217,8.0,Kaffistofa,
VR-1,36,1530,V01-218,7.0,Skrifstofa,
VR-1,36,708,V01-119,9.0,Lab,
VR-1,36,709,V01-120,9.0,Lab,
VR-1,36,710,V01-121,9.0,Lab,
VR-1,36,1524,V01-116,7.0,Skrifstofa,
VR-1,36,724,V01-205,9.0,Lab,
VR-1,36,725,V01-206,9.0,Lab,
VR-1,36,726,V01-207,9.0,Lab,
VR-1,36,727,V01-208,9.0,Lab,
VR-1,36,728,V01-209,9.0,Lab,
VR-1,36,729,V01-210,9.0,Lab,
VR-1,36,730,V01-212,9.0,Lab,
VR-1,36,731,V01-213,9.0,Lab,
VR-1,36,732,V01-214,9.0,Lab,
VR-1,36,733,V01-215,9.0,Lab,
VR-1,36,1522,V01-114,7.0,Skrifstofa,
VR-1,36,1523,V01-115,9.0,Lab,
VR-1,36,1525,V01-117,9.0,Lab,
VR-1,36,1526,V01-211,9.0,Lab,
VR-2,37,782,V02-354 heimastofa,3.0,Kennslustofa,40.0
VR-2,37,761,"V02-252, Kot",5.0,Fundarherbergi,6.0
VR-2,37,1890,V02-359,7.0,Skrifstofa,
VR-2,37,1891,V02-150,7.0,Skrifstofa,
VR-2,37,1892,V02-257b,7.0,Skrifstofa,
VR-2,37,1909,V02-351,23.0,Lesstofa,
VR-2,37,1893,V02-428,7.0,Skrifstofa,
VR-2,37,1910,V02-361,23.0,Lesstofa,
VR-2,37,1894,V02-429,7.0,Skrifstofa,
VR-2,37,1911,V02-362,23.0,Lesstofa,
VR-2,37,1895,V02-430,7.0,Skrifstofa,
VR-2,37,1896,V02-431,7.0,Skrifstofa,
VR-2,37,1897,V02-432,7.0,Skrifstofa,
VR-2,37,1898,V02-433,7.0,Skrifstofa,
VR-2,37,1899,V02-434,7.0,Skrifstofa,
VR-2,37,1900,V02-435,7.0,Skrifstofa,
VR-2,37,1901,V02-436,7.0,Skrifstofa,
VR-2,37,1699,V02-153,7.0,Skrifstofa,
VR-2,37,1702,V02-244,7.0,Skrifstofa,
VR-2,37,1727,V02-427,7.0,Skrifstofa,
VR-2,37,1745,V02-255a,7.0,Skrifstofa,
VR-2,37,1746,V02-254b,7.0,Skrifstofa,
VR-2,37,1747,V02-255b,7.0,Skrifstofa,
VR-2,37,781,"V02-353,",7.0,Skrifstofa,
VR-2,37,768,"V02-262, heimast.",3.0,Kennslustofa,40.0
VR-2,37,780,"V02-352, heimast.",3.0,Kennslustofa,28.0
VR-2,37,739,V02-147,3.0,Kennslustofa,30.0
VR-2,37,735,V02-138,3.0,Kennslustofa,22.0
VR-2,37,736,V02-139,7.0,Skrifstofa,
VR-2,37,737,V02-140,8.0,Kaffistofa,
VR-2,37,747,V02-235,7.0,Skrifstofa,
VR-2,37,769,V02-263,7.0,Skrifstofa,
VR-2,37,748,V02-236,7.0,Skrifstofa,
VR-2,37,749,V02-237,7.0,Skrifstofa,
VR-2,37,750,V02-238,7.0,Skrifstofa,
VR-2,37,751,V02-239,7.0,Skrifstofa,
VR-2,37,752,V02-240,7.0,Skrifstofa,
VR-2,37,753,V02-241,7.0,Skrifstofa,
VR-2,37,754,V02-242,7.0,Skrifstofa,
VR-2,37,755,V02-243,7.0,Skrifstofa,
VR-2,37,756,V02-247,7.0,Skrifstofa,
VR-2,37,757,V02-248,7.0,Skrifstofa,
VR-2,37,758,V02-249,7.0,Skrifstofa,
VR-2,37,759,V02-250,7.0,Skrifstofa,
VR-2,37,760,V02-251,7.0,Skrifstofa,
VR-2,37,770,V02-335,7.0,Skrifstofa,
VR-2,37,771,V02-336,7.0,Skrifstofa,
VR-2,37,772,V02-337,7.0,Skrifstofa,
VR-2,37,773,V02-338,7.0,Skrifstofa,
VR-2,37,774,V02-339,7.0,Skrifstofa,
VR-2,37,775,V02-340,7.0,Skrifstofa,
VR-2,37,776,V02-341,7.0,Skrifstofa,
VR-2,37,777,V02-342,7.0,Skrifstofa,
VR-2,37,778,V02-343,7.0,Skrifstofa,
VR-2,37,779,V02-344,7.0,Skrifstofa,
VR-2,37,783,V02-356,7.0,Skrifstofa,
VR-2,37,763,V02-256,7.0,Skrifstofa,
VR-2,37,785,V02-358,7.0,Skrifstofa,
VR-2,37,786,V02-360,7.0,Skrifstofa,
VR-2,37,787,V02-402,7.0,Skrifstofa,
VR-2,37,789,V02-404,7.0,Skrifstofa,
VR-2,37,790,V02-405,7.0,Skrifstofa,
VR-2,37,765,V02-258,3.0,Kennslustofa,34.0
VR-2,37,767,V02-261,3.0,Kennslustofa,60.0
VR-2,37,734,V02-137,7.0,Skrifstofa,
VR-2,37,762,V02-254a,7.0,Skrifstofa,
VR-2,37,741,V02-151 Sérstofa VR-2,3.0,Kennslustofa,12.0
VR-2,37,744,V02-156 Sérstofa VR-2,3.0,Kennslustofa,42.0
VR-2,37,766,V02-260 - Tölvuver,4.0,Tölvuver,8.0
VR-2,37,1415,V02-149,7.0,Skrifstofa,
VR-2,37,1289,Tölvuver-ótilgr.,13.0,Herbergi,
VR-2,37,764,"V02-257a, Langholt",5.0,Fundarherbergi,15.0
VR-2,37,784,V02-357,7.0,Skrifstofa,
VR-2,37,788,V02-403,7.0,Skrifstofa,
VR-2,37,738,"V02-146, tölvuver-sér",4.0,Tölvuver,
VR-2,37,740,"V02-148, sérstofa VR-2",3.0,Kennslustofa,
VR-2,37,746,V02-158,3.0,Kennslustofa,75.0
VR-2,37,745,V02-157,3.0,Kennslustofa,75.0
VR-2,37,742,V02-152,3.0,Kennslustofa,54.0
VR-2,37,743,V02-155,3.0,Kennslustofa,32.0
VR-3,39,1934,V03-215 doktorsnemarými,25.0,Vinnurými,
VR-3,39,1936,V03-115,12.0,Verkstæði,
VR-3,39,1964,V03-004,22.0,Rannsóknastofa,
VR-3,39,1701,V03-112,7.0,Skrifstofa,
VR-3,39,1700,V03-111,7.0,Skrifstofa,
VR-3,39,813,V03-016,7.0,Skrifstofa,
VR-3,39,814,V03-017,7.0,Skrifstofa,
VR-3,39,815,V03-101,7.0,Skrifstofa,
VR-3,39,826,V03-212,7.0,Skrifstofa,
VR-3,39,827,V03-213,7.0,Skrifstofa,
VR-3,39,828,V03-214,7.0,Skrifstofa,
VR-3,39,829,V03-216,7.0,Skrifstofa,
VR-3,39,830,V03-217,7.0,Skrifstofa,
VR-3,39,831,V03-218,7.0,Skrifstofa,
VR-3,39,833,V03-220,7.0,Skrifstofa,
VR-3,39,836,V03-225,7.0,Skrifstofa,
VR-3,39,837,V03-632,7.0,Skrifstofa,
VR-3,39,840,V03-235,12.0,Verkstæði,
VR-3,39,834,V03-221,7.0,Skrifstofa,
VR-3,39,835,V03-224,7.0,Skrifstofa,
VR-3,39,841,V03-042,12.0,Verkstæði,
VR-3,39,2079,V03-114,24.0,Verknámsstofa,
VR-3,39,1272,V03 fundarherbergi,5.0,Fundarherbergi,8.0
VR-3,39,1614,V03-113,24.0,Verknámsstofa,
VR-3,39,792,V03-031,9.0,Lab,
VR-3,39,843,V03-045,12.0,Verkstæði,
VR-3,39,832,V03-219,7.0,Skrifstofa,
VR-3,39,793,V03-032,9.0,Lab,
VR-3,39,794,V03-033,9.0,Lab,
VR-3,39,795,V03-037,9.0,Lab,
VR-3,39,796,V03-038,9.0,Lab,
VR-3,39,791,V03-030,9.0,Lab,
VR-3,39,842,V03-044,12.0,Verkstæði,
VR-3,39,844,V03-046,12.0,Verkstæði,
VR-3,39,845,V03-047,12.0,Verkstæði,
VR-3,39,846,V03-057,12.0,Verkstæði,
VR-3,39,816,V03-102,7.0,Skrifstofa,
VR-3,39,817,V03-103,7.0,Skrifstofa,
VR-3,39,818,V03-104,7.0,Skrifstofa,
VR-3,39,810,V03-105,7.0,Skrifstofa,
VR-3,39,819,V03-105,7.0,Skrifstofa,
VR-3,39,820,V03-106,7.0,Skrifstofa,
VR-3,39,821,V03-107,7.0,Skrifstofa,
VR-3,39,822,V03-108,7.0,Skrifstofa,
VR-3,39,823,V03-116,7.0,Skrifstofa,
VR-3,39,824,V03-117,7.0,Skrifstofa,
VR-3,39,825,V03-211,7.0,Skrifstofa,
VR-3,39,847,V03-118,24.0,Verknámsstofa,20.0
VR-3,39,848,V03-119,12.0,Verkstæði,
VR-3,39,849,V03-121,12.0,Verkstæði,
VR-3,39,850,V03-123,12.0,Verkstæði,
VR-3,39,811,V03-125,7.0,Skrifstofa,
VR-3,39,812,V03-126,7.0,Skrifstofa,
VR-3,39,797,V03-131,7.0,Skrifstofa,
VR-3,39,798,V03-132,7.0,Skrifstofa,
VR-3,39,799,V03-133,7.0,Skrifstofa,
VR-3,39,800,V03-134,7.0,Skrifstofa,
VR-3,39,838,V03-136,12.0,Verkstæði,
VR-3,39,801,V03-137,7.0,Skrifstofa,
VR-3,39,839,V03-142,12.0,Verkstæði,
VR-3,39,802,V03-201,7.0,Skrifstofa,
VR-3,39,803,V03-202,7.0,Skrifstofa,
VR-3,39,804,V03-204,7.0,Skrifstofa,
VR-3,39,805,V03-205,7.0,Skrifstofa,
VR-3,39,806,V03-206,7.0,Skrifstofa,
VR-3,39,807,V03-207,7.0,Skrifstofa,
VR-3,39,808,V03-208,7.0,Skrifstofa,
VR-3,39,809,V03-209,7.0,Skrifstofa,
Þjóðarbókhlaða,45,1278,Stofa 1,25.0,Vinnurými,40.0
Þjóðarbókhlaða,45,1288,Stofa 4.hæð,25.0,Vinnurými,30.0
Þjóðminjasafnið,61,1281,Þjóðminjasafnið,1.0,Fyrirlestrasalur,56.0
