course1,course2,n_students
5053UAU213M20250,5053LAN215F20250,4
5053UAU201F20250,5053UAU213M20250,3
5053UAU213M20250,5053UAU201F20250,3
2022LYF207M20250,2023LÆK071F20250,14
2023LÆK071F20250,2022LYF207M20250,14
2022LYF207M20250,2023LÆK092F20250,9
2023LÆK092F20250,2022LYF207M20250,9
2022LYF207M20250,2023LÆK101F20250,6
2023LÆK101F20250,2022LYF207M20250,6
2022LYF207M20250,2023LÆK441L20250,5
2023LÆK441L20250,2022LYF207M20250,5
2023LÆK071F20250,2023LÆK092F20250,9
2023LÆK092F20250,2023LÆK071F20250,9
2023LÆK071F20250,2023LÆK101F20250,4
2023LÆK101F20250,2023LÆK071F20250,4
2023LÆK071F20250,2023LÆK441L20250,7
2023LÆK441L20250,2023LÆK071F20250,7
2023LÆK092F20250,2023LÆK101F20250,7
2023LÆK101F20250,2023LÆK092F20250,7
2023LÆK101F20250,2023LÆK441L20250,7
2023LÆK441L20250,2023LÆK101F20250,7
1016MBA101F20250,1016MBA204F20250,31
1016MBA204F20250,1016MBA101F20250,31
1016MBA101F20250,1016MBA227F20250,31
1016MBA227F20250,1016MBA101F20250,31
1016MBA101F20250,1016MBA232F20250,31
1016MBA232F20250,1016MBA101F20250,31
1016MBA204F20250,1016MBA227F20250,31
1016MBA227F20250,1016MBA204F20250,31
1016MBA204F20250,1016MBA232F20250,31
1016MBA232F20250,1016MBA204F20250,31
1016MBA227F20250,1016MBA232F20250,31
1016MBA232F20250,1016MBA227F20250,31
1011SAF201G20250,1012FRG204G20250,1
1012FRG204G20250,1011SAF201G20250,1
1011SAF201G20250,1012FRG205G20250,1
1012FRG205G20250,1011SAF201G20250,1
1016VIÐ033G20250,1016VIÐ264L20250,11
1016VIÐ264L20250,1016VIÐ033G20250,11
1016VIÐ033G20250,1016VIÐ602G20250,6
1016VIÐ602G20250,1016VIÐ033G20250,6
1016VIÐ033G20250,1016VIÐ625G20250,4
1016VIÐ625G20250,1016VIÐ033G20250,4
1016VIÐ033G20250,1016VIÐ626G20250,14
1016VIÐ626G20250,1016VIÐ033G20250,14
1014LÖG403G20250,1014LÖG404G20250,52
1014LÖG404G20250,1014LÖG403G20250,52
1014LÖG403G20250,1014LÖG405G20250,51
1014LÖG405G20250,1014LÖG403G20250,51
1014LÖG404G20250,1014LÖG405G20250,52
1014LÖG405G20250,1014LÖG404G20250,52
2023LÆK202F20250,2023LÆK203F20250,58
2023LÆK203F20250,2023LÆK202F20250,58
2023LÆK202F20250,2023LÆK204F20250,58
2023LÆK204F20250,2023LÆK202F20250,58
2023LÆK202F20250,2023LÆK205F20250,56
2023LÆK205F20250,2023LÆK202F20250,56
2023LÆK202F20250,2023LÆK206F20250,57
2023LÆK206F20250,2023LÆK202F20250,57
2023LÆK202F20250,2023LÆK207F20250,58
2023LÆK207F20250,2023LÆK202F20250,58
2023LÆK202F20250,2023LÆK208F20250,57
2023LÆK208F20250,2023LÆK202F20250,57
2023LÆK203F20250,2023LÆK204F20250,58
2023LÆK204F20250,2023LÆK203F20250,58
2023LÆK203F20250,2023LÆK205F20250,56
2023LÆK205F20250,2023LÆK203F20250,56
2023LÆK203F20250,2023LÆK206F20250,57
2023LÆK206F20250,2023LÆK203F20250,57
2023LÆK203F20250,2023LÆK207F20250,58
2023LÆK207F20250,2023LÆK203F20250,58
2023LÆK203F20250,2023LÆK208F20250,57
2023LÆK208F20250,2023LÆK203F20250,57
2023LÆK204F20250,2023LÆK205F20250,56
2023LÆK205F20250,2023LÆK204F20250,56
2023LÆK204F20250,2023LÆK206F20250,57
2023LÆK206F20250,2023LÆK204F20250,57
2023LÆK204F20250,2023LÆK207F20250,58
2023LÆK207F20250,2023LÆK204F20250,58
2023LÆK204F20250,2023LÆK208F20250,57
2023LÆK208F20250,2023LÆK204F20250,57
2023LÆK205F20250,2023LÆK206F20250,56
2023LÆK206F20250,2023LÆK205F20250,56
2023LÆK205F20250,2023LÆK207F20250,56
2023LÆK207F20250,2023LÆK205F20250,56
2023LÆK205F20250,2023LÆK208F20250,56
2023LÆK208F20250,2023LÆK205F20250,56
2023LÆK206F20250,2023LÆK207F20250,57
2023LÆK207F20250,2023LÆK206F20250,57
2023LÆK206F20250,2023LÆK208F20250,56
2023LÆK208F20250,2023LÆK206F20250,56
2023LÆK207F20250,2023LÆK208F20250,57
2023LÆK208F20250,2023LÆK207F20250,57
5051VÉL205M20250,5051VÉL407G20250,1
5051VÉL407G20250,5051VÉL205M20250,1
5051VÉL407G20250,5051VÉL601G20250,7
5051VÉL601G20250,5051VÉL407G20250,7
5051VÉL407G20250,5051VÉL609G20250,3
5051VÉL609G20250,5051VÉL407G20250,3
2025SÁL203G20250,2025SÁL414G20250,25
2025SÁL414G20250,2025SÁL203G20250,25
2025SÁL203G20250,2025SÁL416G20250,18
2025SÁL416G20250,2025SÁL203G20250,18
3031ENS442G20250,3031MOM402M20250,1
3031MOM402M20250,3031ENS442G20250,1
3031ENS442G20250,3031SPÆ104G20250,1
3031SPÆ104G20250,3031ENS442G20250,1
3031ENS442G20250,3031SPÆ201G20250,1
3031SPÆ201G20250,3031ENS442G20250,1
3031ENS442G20250,3031SPÆ411M20250,1
3031SPÆ411M20250,3031ENS442G20250,1
3031MOM402M20250,3031SPÆ104G20250,1
3031SPÆ104G20250,3031MOM402M20250,1
3031MOM402M20250,3031SPÆ201G20250,1
3031SPÆ201G20250,3031MOM402M20250,1
3031MOM402M20250,3031SPÆ411M20250,1
3031SPÆ411M20250,3031MOM402M20250,1
3031SPÆ104G20250,3031SPÆ201G20250,7
3031SPÆ201G20250,3031SPÆ104G20250,7
3031SPÆ104G20250,3031SPÆ411M20250,2
3031SPÆ411M20250,3031SPÆ104G20250,2
3031SPÆ201G20250,3031SPÆ411M20250,1
3031SPÆ411M20250,3031SPÆ201G20250,1
3031ENS202G20250,3031JAP202G20250,1
3031JAP202G20250,3031ENS202G20250,1
3031ENS202G20250,3031JAP203G20250,1
3031JAP203G20250,3031ENS202G20250,1
3031ENS203G20250,3031JAP202G20250,1
3031JAP202G20250,3031ENS203G20250,1
3031ENS203G20250,3031JAP203G20250,1
3031JAP203G20250,3031ENS203G20250,1
3031ENS205G20250,3031JAP202G20250,1
3031JAP202G20250,3031ENS205G20250,1
3031ENS205G20250,3031JAP203G20250,1
3031JAP203G20250,3031ENS205G20250,1
3031JAP202G20250,3031JAP203G20250,26
3031JAP203G20250,3031JAP202G20250,26
2022LYF616G20250,2022LYF618G20250,14
2022LYF618G20250,2022LYF616G20250,14
5051VON006G20250,5051VÉL065G20250,16
5051VÉL065G20250,5051VON006G20250,16
4041HÍT201G20250,4041ÍÞH056G20250,4
4041ÍÞH056G20250,4041HÍT201G20250,4
4041ÍÞH056G20250,4041ÍÞH212G20250,5
4041ÍÞH212G20250,4041ÍÞH056G20250,5
4041ÍÞH056G20250,4041ÍÞH213G20250,4
4041ÍÞH213G20250,4041ÍÞH056G20250,4
4041ÍÞH056G20250,4041ÍÞH215G20250,4
4041ÍÞH215G20250,4041ÍÞH056G20250,4
5054RAF402G20250,5054RAF614M20250,1
5054RAF614M20250,5054RAF402G20250,1
5054RAF402G20250,5054RAF620M20250,2
5054RAF620M20250,5054RAF402G20250,2
5054RAF402G20250,5055STÆ205G20250,10
5055STÆ205G20250,5054RAF402G20250,10
5054RAF614M20250,5055STÆ205G20250,1
5055STÆ205G20250,5054RAF614M20250,1
5054RAF620M20250,5055STÆ205G20250,1
5055STÆ205G20250,5054RAF620M20250,1
4042GKY601L20250,4044LVG008M20250,1
4044LVG008M20250,4042GKY601L20250,1
4042GKY601L20250,4044SNU014G20250,9
4044SNU014G20250,4042GKY601L20250,9
4042GKY601L20250,4044ÍET402G20250,2
4044ÍET402G20250,4042GKY601L20250,2
4044LVG008M20250,4044SNU014G20250,1
4044SNU014G20250,4044LVG008M20250,1
4044LVG008M20250,4044ÍET402G20250,1
4044ÍET402G20250,4044LVG008M20250,1
4044SNU014G20250,4044ÍET402G20250,1
4044ÍET402G20250,4044SNU014G20250,1
3031JAP202G20250,3031JAP204G20250,24
3031JAP204G20250,3031JAP202G20250,24
3031JAP202G20250,3031JAP208G20250,23
3031JAP208G20250,3031JAP202G20250,23
3031JAP202G20250,3031JAP502G20250,10
3031JAP502G20250,3031JAP202G20250,10
3031JAP203G20250,3031JAP204G20250,24
3031JAP204G20250,3031JAP203G20250,24
3031JAP203G20250,3031JAP208G20250,25
3031JAP208G20250,3031JAP203G20250,25
3031JAP203G20250,3031JAP502G20250,11
3031JAP502G20250,3031JAP203G20250,11
3031JAP204G20250,3031JAP208G20250,23
3031JAP208G20250,3031JAP204G20250,23
3031JAP204G20250,3031JAP502G20250,10
3031JAP502G20250,3031JAP204G20250,10
3031JAP208G20250,3031JAP502G20250,10
3031JAP502G20250,3031JAP208G20250,10
5056BYG202M20250,5056BYG221F20250,1
5056BYG221F20250,5056BYG202M20250,1
5056BYG202M20250,5056BYG223F20250,2
5056BYG223F20250,5056BYG202M20250,2
5056BYG202M20250,5056UMV205F20250,1
5056UMV205F20250,5056BYG202M20250,1
5056BYG221F20250,5056BYG223F20250,6
5056BYG223F20250,5056BYG221F20250,6
5056BYG221F20250,5056UMV205F20250,1
5056UMV205F20250,5056BYG221F20250,1
5056BYG223F20250,5056UMV205F20250,1
5056UMV205F20250,5056BYG223F20250,1
4042KME002F20250,4044ÍET206F20250,2
4044ÍET206F20250,4042KME002F20250,2
3033KVI002F20250,3033KVI401L20250,2
3033KVI401L20250,3033KVI002F20250,2
1016VIÐ293F20250,1016VIÐ294F20250,20
1016VIÐ294F20250,1016VIÐ293F20250,20
1016VIÐ293F20250,1016VIÐ295F20250,20
1016VIÐ295F20250,1016VIÐ293F20250,20
1016VIÐ293F20250,1016VIÐ296F20250,18
1016VIÐ296F20250,1016VIÐ293F20250,18
1016VIÐ293F20250,1016VIÐ403M20250,5
1016VIÐ403M20250,1016VIÐ293F20250,5
1016VIÐ293F20250,1016VIÐ604M20250,5
1016VIÐ604M20250,1016VIÐ293F20250,5
1016VIÐ294F20250,1016VIÐ295F20250,20
1016VIÐ295F20250,1016VIÐ294F20250,20
1016VIÐ294F20250,1016VIÐ296F20250,20
1016VIÐ296F20250,1016VIÐ294F20250,20
1016VIÐ294F20250,1016VIÐ403M20250,4
1016VIÐ403M20250,1016VIÐ294F20250,4
1016VIÐ294F20250,1016VIÐ604M20250,4
1016VIÐ604M20250,1016VIÐ294F20250,4
1016VIÐ295F20250,1016VIÐ296F20250,18
1016VIÐ296F20250,1016VIÐ295F20250,18
1016VIÐ295F20250,1016VIÐ403M20250,6
1016VIÐ403M20250,1016VIÐ295F20250,6
1016VIÐ295F20250,1016VIÐ604M20250,6
1016VIÐ604M20250,1016VIÐ295F20250,6
1016VIÐ296F20250,1016VIÐ403M20250,4
1016VIÐ403M20250,1016VIÐ296F20250,4
1016VIÐ296F20250,1016VIÐ604M20250,4
1016VIÐ604M20250,1016VIÐ296F20250,4
1016VIÐ403M20250,1016VIÐ604M20250,18
1016VIÐ604M20250,1016VIÐ403M20250,18
2023LÝÐ0A0F20250,2025SÁL0AQG20250,1
2025SÁL0AQG20250,2023LÝÐ0A0F20250,1
2023LÝÐ0A0F20250,2025SÁL428L20250,1
2025SÁL428L20250,2023LÝÐ0A0F20250,1
2025SÁL0AQG20250,2025SÁL428L20250,1
2025SÁL428L20250,2025SÁL0AQG20250,1
3034HSP261L20250,3034HSP444M20250,2
3034HSP444M20250,3034HSP261L20250,2
3034HSP261L20250,3034HSP445M20250,1
3034HSP445M20250,3034HSP261L20250,1
3034HSP444M20250,3034HSP445M20250,13
3034HSP445M20250,3034HSP444M20250,13
3031ÍTA004G20250,3033ÍSE201G20250,1
3033ÍSE201G20250,3031ÍTA004G20250,1
4042KME006F20250,4044FAG401F20250,1
4044FAG401F20250,4042KME006F20250,1
3031ÍTA249G20250,3031ÍTA250G20250,22
3031ÍTA250G20250,3031ÍTA249G20250,22
4042KEN203G20250,4044SNU014G20250,14
4044SNU014G20250,4042KEN203G20250,14
3033ÍSE051G20250,5052JAR258F20250,1
5052JAR258F20250,3033ÍSE051G20250,1
3033ÍSE051G20250,5052JAR603M20250,1
5052JAR603M20250,3033ÍSE051G20250,1
3033ÍSE051G20250,5052JEÐ205F20250,2
5052JEÐ205F20250,3033ÍSE051G20250,2
3033ÍSE051G20250,5052JEÐ209F20250,1
5052JEÐ209F20250,3033ÍSE051G20250,1
5052JAR258F20250,5052JAR603M20250,7
5052JAR603M20250,5052JAR258F20250,7
5052JAR258F20250,5052JEÐ205F20250,7
5052JEÐ205F20250,5052JAR258F20250,7
5052JAR258F20250,5052JEÐ209F20250,8
5052JEÐ209F20250,5052JAR258F20250,8
5052JAR603M20250,5052JEÐ205F20250,5
5052JEÐ205F20250,5052JAR603M20250,5
5052JAR603M20250,5052JEÐ209F20250,4
5052JEÐ209F20250,5052JAR603M20250,4
5052JEÐ205F20250,5052JEÐ209F20250,6
5052JEÐ209F20250,5052JEÐ205F20250,6
4043INT004M20250,4043INT401G20250,30
4043INT401G20250,4043INT004M20250,30
4043INT004M20250,4044ÍET404G20250,13
4044ÍET404G20250,4043INT004M20250,13
4043INT401G20250,4044ÍET404G20250,13
4044ÍET404G20250,4043INT401G20250,13
1011MAN241L20250,1011MAN346G20250,2
1011MAN346G20250,1011MAN241L20250,2
1011MAN241L20250,3033RIT204G20250,1
3033RIT204G20250,1011MAN241L20250,1
1011MAN241L20250,3033ÍSR401G20250,1
3033ÍSR401G20250,1011MAN241L20250,1
1011MAN346G20250,3033RIT204G20250,1
3033RIT204G20250,1011MAN346G20250,1
1011MAN346G20250,3033ÍSR401G20250,1
3033ÍSR401G20250,1011MAN346G20250,1
3033MFR703M20250,5053UAU201F20250,5
5053UAU201F20250,3033MFR703M20250,5
4042KME201F20250,4042KME210F20250,18
4042KME210F20250,4042KME201F20250,18
4042KME201F20250,4042LSS204F20250,16
4042LSS204F20250,4042KME201F20250,16
4042KME210F20250,4042LSS204F20250,22
4042LSS204F20250,4042KME210F20250,22
2021HJÚ0AIF20250,2021HJÚ0AQF20250,10
2021HJÚ0AQF20250,2021HJÚ0AIF20250,10
2021HJÚ0AIF20250,2021HJÚ253F20250,28
2021HJÚ253F20250,2021HJÚ0AIF20250,28
2021HJÚ0AQF20250,2021HJÚ253F20250,10
2021HJÚ253F20250,2021HJÚ0AQF20250,10
3034HMM242F20250,3034HMM803F20250,1
3034HMM803F20250,3034HMM242F20250,1
5053LÍF265L20250,5053LÍF401G20250,2
5053LÍF401G20250,5053LÍF265L20250,2
5053LÍF265L20250,5053LÍF410G20250,1
5053LÍF410G20250,5053LÍF265L20250,1
5053LÍF401G20250,5053LÍF410G20250,12
5053LÍF410G20250,5053LÍF401G20250,12
2022LYF207M20250,2022LYF223F20250,15
2022LYF223F20250,2022LYF207M20250,15
2022LYF207M20250,5051EVF202F20250,14
5051EVF202F20250,2022LYF207M20250,14
2022LYF207M20250,5053ILT201F20250,15
5053ILT201F20250,2022LYF207M20250,15
2022LYF207M20250,6061ILT202F20250,13
6061ILT202F20250,2022LYF207M20250,13
2022LYF223F20250,2023LÆK071F20250,9
2023LÆK071F20250,2022LYF223F20250,9
2022LYF223F20250,2023LÆK092F20250,8
2023LÆK092F20250,2022LYF223F20250,8
2022LYF223F20250,5051EVF202F20250,19
5051EVF202F20250,2022LYF223F20250,19
2022LYF223F20250,5053ILT201F20250,19
5053ILT201F20250,2022LYF223F20250,19
2022LYF223F20250,6061ILT202F20250,19
6061ILT202F20250,2022LYF223F20250,19
2023LÆK071F20250,5051EVF202F20250,8
5051EVF202F20250,2023LÆK071F20250,8
2023LÆK071F20250,5053ILT201F20250,9
5053ILT201F20250,2023LÆK071F20250,9
2023LÆK071F20250,6061ILT202F20250,8
6061ILT202F20250,2023LÆK071F20250,8
2023LÆK092F20250,5051EVF202F20250,8
5051EVF202F20250,2023LÆK092F20250,8
2023LÆK092F20250,5053ILT201F20250,8
5053ILT201F20250,2023LÆK092F20250,8
2023LÆK092F20250,6061ILT202F20250,9
6061ILT202F20250,2023LÆK092F20250,9
5051EVF202F20250,5053ILT201F20250,18
5053ILT201F20250,5051EVF202F20250,18
5051EVF202F20250,6061ILT202F20250,17
6061ILT202F20250,5051EVF202F20250,17
5053ILT201F20250,6061ILT202F20250,17
6061ILT202F20250,5053ILT201F20250,17
3033AMV313G20250,3033ÍSL004M20250,1
3033ÍSL004M20250,3033AMV313G20250,1
3033ÍSL004M20250,3033ÍSL447G20250,1
3033ÍSL447G20250,3033ÍSL004M20250,1
5051REI204M20250,5051TÖL212M20250,2
5051TÖL212M20250,5051REI204M20250,2
5051REI204M20250,5051TÖL608M20250,3
5051TÖL608M20250,5051REI204M20250,3
5051TÖL212M20250,5051TÖL605M20250,7
5051TÖL605M20250,5051TÖL212M20250,7
5051TÖL212M20250,5051TÖL608M20250,1
5051TÖL608M20250,5051TÖL212M20250,1
5051TÖL213M20250,5051TÖL608M20250,4
5051TÖL608M20250,5051TÖL213M20250,4
5051TÖL605M20250,5051TÖL608M20250,3
5051TÖL608M20250,5051TÖL605M20250,3
4042GKY401F20250,4043UME208F20250,4
4043UME208F20250,4042GKY401F20250,4
4042GKY401F20250,4044FAG201F20250,7
4044FAG201F20250,4042GKY401F20250,7
1015KYN107F20250,1015STJ201F20250,5
1015STJ201F20250,1015KYN107F20250,5
3031KÍN102G20250,5053FER409G20250,1
5053FER409G20250,3031KÍN102G20250,1
3031KÍN102G20250,5053FER614G20250,1
5053FER614G20250,3031KÍN102G20250,1
3031KÍN102G20250,5053LAN411G20250,1
5053LAN411G20250,3031KÍN102G20250,1
5053FER409G20250,5053FER614G20250,1
5053FER614G20250,5053FER409G20250,1
5053FER409G20250,5053LAN411G20250,5
5053LAN411G20250,5053FER409G20250,5
5053FER614G20250,5053LAN411G20250,4
5053LAN411G20250,5053FER614G20250,4
5051VÉL215F20250,5056BYG221F20250,1
5056BYG221F20250,5051VÉL215F20250,1
5051VÉL215F20250,5056BYG222F20250,1
5056BYG222F20250,5051VÉL215F20250,1
5051VÉL215F20250,5056BYG223F20250,1
5056BYG223F20250,5051VÉL215F20250,1
5056BYG221F20250,5056BYG222F20250,5
5056BYG222F20250,5056BYG221F20250,5
5056BYG222F20250,5056BYG223F20250,5
5056BYG223F20250,5056BYG222F20250,5
2023HGF202G20250,2023HGF203G20250,22
2023HGF203G20250,2023HGF202G20250,22
2023HGF202G20250,2023HGF204G20250,25
2023HGF204G20250,2023HGF202G20250,25
2023HGF202G20250,2023HGF402G20250,16
2023HGF402G20250,2023HGF202G20250,16
2023HGF203G20250,2023HGF204G20250,22
2023HGF204G20250,2023HGF203G20250,22
2023HGF203G20250,2023HGF402G20250,19
2023HGF402G20250,2023HGF203G20250,19
2023HGF204G20250,2023HGF402G20250,16
2023HGF402G20250,2023HGF204G20250,16
1015ASK201F20250,1015KYN007F20250,3
1015KYN007F20250,1015ASK201F20250,3
1015ASK206F20250,1015KYN007F20250,2
1015KYN007F20250,1015ASK206F20250,2
1015ASK220F20250,1015KYN007F20250,1
1015KYN007F20250,1015ASK220F20250,1
4044LVG207M20250,4044SFG207F20250,1
4044SFG207F20250,4044LVG207M20250,1
4044LVG207M20250,4044ÍET206F20250,1
4044ÍET206F20250,4044LVG207M20250,1
4044LVG207M20250,4044ÍET214F20250,3
4044ÍET214F20250,4044LVG207M20250,3
4044SFG207F20250,4044ÍET206F20250,1
4044ÍET206F20250,4044SFG207F20250,1
4044SFG207F20250,4044ÍET214F20250,1
4044ÍET214F20250,4044SFG207F20250,1
4044ÍET206F20250,4044ÍET214F20250,23
4044ÍET214F20250,4044ÍET206F20250,23
3033MFR101L20250,3033MFR502L20250,1
3033MFR502L20250,3033MFR101L20250,1
5051REI201G20250,5051TÖL205G20250,49
5051TÖL205G20250,5051REI201G20250,49
5051REI201G20250,5054TÖV201G20250,55
5054TÖV201G20250,5051REI201G20250,55
5051TÖL205G20250,5054TÖV201G20250,72
5054TÖV201G20250,5051TÖL205G20250,72
4042LSS204F20250,4043MVS213F20250,2
4043MVS213F20250,4042LSS204F20250,2
2023GSL611G20250,2023GSL612G20250,7
2023GSL612G20250,2023GSL611G20250,7
2023GSL611G20250,2023GSL613G20250,7
2023GSL613G20250,2023GSL611G20250,7
2023GSL611G20250,2023GSL614L20250,7
2023GSL614L20250,2023GSL611G20250,7
2023GSL612G20250,2023GSL613G20250,7
2023GSL613G20250,2023GSL612G20250,7
2023GSL612G20250,2023GSL614L20250,7
2023GSL614L20250,2023GSL612G20250,7
2023GSL613G20250,2023GSL614L20250,7
2023GSL614L20250,2023GSL613G20250,7
1014LÖG201G20250,1014LÖG403G20250,2
1014LÖG403G20250,1014LÖG201G20250,2
1014LÖG206G20250,1014LÖG403G20250,8
1014LÖG403G20250,1014LÖG206G20250,8
1014LÖG002G20250,1014LÖG206G20250,1
1014LÖG206G20250,1014LÖG002G20250,1
1014LÖG002G20250,1014LÖG228F20250,1
1014LÖG228F20250,1014LÖG002G20250,1
1014LÖG002G20250,1014LÖG603G20250,1
1014LÖG603G20250,1014LÖG002G20250,1
1014LÖG002G20250,1016VIÐ626G20250,1
1016VIÐ626G20250,1014LÖG002G20250,1
1014LÖG206G20250,1014LÖG228F20250,2
1014LÖG228F20250,1014LÖG206G20250,2
1014LÖG206G20250,1014LÖG603G20250,4
1014LÖG603G20250,1014LÖG206G20250,4
1014LÖG206G20250,1016VIÐ626G20250,1
1016VIÐ626G20250,1014LÖG206G20250,1
1014LÖG228F20250,1014LÖG603G20250,1
1014LÖG603G20250,1014LÖG228F20250,1
1014LÖG228F20250,1016VIÐ626G20250,1
1016VIÐ626G20250,1014LÖG228F20250,1
1014LÖG603G20250,1016VIÐ626G20250,1
1016VIÐ626G20250,1014LÖG603G20250,1
1011FVS701F20250,1016VIÐ0AEF20250,5
1016VIÐ0AEF20250,1011FVS701F20250,5
1011FVS701F20250,1016VIÐ561L20250,5
1016VIÐ561L20250,1011FVS701F20250,5
1016VIÐ0AEF20250,1016VIÐ561L20250,10
1016VIÐ561L20250,1016VIÐ0AEF20250,10
4044LVG014G20250,4044LVG015G20250,10
4044LVG015G20250,4044LVG014G20250,10
4044LVG014G20250,4044LVG601L20250,2
4044LVG601L20250,4044LVG014G20250,2
4044LVG014G20250,4044ÍET204G20250,3
4044ÍET204G20250,4044LVG014G20250,3
4044LVG015G20250,4044LVG601L20250,2
4044LVG601L20250,4044LVG015G20250,2
4044LVG015G20250,4044ÍET204G20250,3
4044ÍET204G20250,4044LVG015G20250,3
4044LVG601L20250,4044ÍET204G20250,1
4044ÍET204G20250,4044LVG601L20250,1
3031ENS311G20250,3031ENS442G20250,7
3031ENS442G20250,3031ENS311G20250,7
3031ENS311G20250,3031ENS469G20250,8
3031ENS469G20250,3031ENS311G20250,8
3031ENS442G20250,3031ENS469G20250,14
3031ENS469G20250,3031ENS442G20250,14
3033ÍSE601G20250,3033ÞÝÐ201G20250,2
3033ÞÝÐ201G20250,3033ÍSE601G20250,2
1016VIÐ033G20250,1016VIÐ601G20250,5
1016VIÐ601G20250,1016VIÐ033G20250,5
1016VIÐ033G20250,1016VIÐ604G20250,7
1016VIÐ604G20250,1016VIÐ033G20250,7
1016VIÐ601G20250,1016VIÐ604G20250,44
1016VIÐ604G20250,1016VIÐ601G20250,44
1016VIÐ601G20250,1016VIÐ626G20250,45
1016VIÐ626G20250,1016VIÐ601G20250,45
1012FRG206F20250,1012FRG210F20250,55
1012FRG210F20250,1012FRG206F20250,55
1012FRG206F20250,1012FRG213F20250,55
1012FRG213F20250,1012FRG206F20250,55
1012FRG206F20250,1012FRG215F20250,55
1012FRG215F20250,1012FRG206F20250,55
1012FRG206F20250,1012FRG242F20250,55
1012FRG242F20250,1012FRG206F20250,55
1012FRG210F20250,1012FRG213F20250,55
1012FRG213F20250,1012FRG210F20250,55
1012FRG210F20250,1012FRG215F20250,55
1012FRG215F20250,1012FRG210F20250,55
1012FRG210F20250,1012FRG242F20250,55
1012FRG242F20250,1012FRG210F20250,55
1012FRG213F20250,1012FRG215F20250,55
1012FRG215F20250,1012FRG213F20250,55
1012FRG213F20250,1012FRG242F20250,55
1012FRG242F20250,1012FRG213F20250,55
1012FRG215F20250,1012FRG242F20250,55
1012FRG242F20250,1012FRG215F20250,55
4042KME004F20250,4042LSS403F20250,14
4042LSS403F20250,4042KME004F20250,14
4042KME004F20250,4042MAL003F20250,7
4042MAL003F20250,4042KME004F20250,7
4042LSS403F20250,4042MAL003F20250,14
4042MAL003F20250,4042LSS403F20250,14
3033RIT805F20250,3033RIT829F20250,1
3033RIT829F20250,3033RIT805F20250,1
3033RIT805F20250,3033RIT830F20250,2
3033RIT830F20250,3033RIT805F20250,2
3033RIT829F20250,3033RIT830F20250,1
3033RIT830F20250,3033RIT829F20250,1
4042GKY401G20250,4043UME204M20250,1
4043UME204M20250,4042GKY401G20250,1
4042GKY401G20250,4044SNU014G20250,6
4044SNU014G20250,4042GKY401G20250,6
4042GKY401G20250,4044ÍET006G20250,7
4044ÍET006G20250,4042GKY401G20250,7
4042KME402G20250,4043UME204M20250,1
4043UME204M20250,4042KME402G20250,1
4042KME402G20250,4044SNU014G20250,8
4044SNU014G20250,4042KME402G20250,8
4043UME204M20250,4044SNU014G20250,1
4044SNU014G20250,4043UME204M20250,1
4043UME204M20250,4044ÍET006G20250,1
4044ÍET006G20250,4043UME204M20250,1
4044SNU014G20250,4044ÍET006G20250,9
4044ÍET006G20250,4044SNU014G20250,9
5051TÖL203G20250,5054RAF050G20250,32
5054RAF050G20250,5051TÖL203G20250,32
4042MEX020G20250,5053LÍF201M20250,10
5053LÍF201M20250,4042MEX020G20250,10
4042MEX020G20250,5053UAU206M20250,1
5053UAU206M20250,4042MEX020G20250,1
4042MEX020G20250,5053UAU213M20250,4
5053UAU213M20250,4042MEX020G20250,4
4042MEX020G20250,5053UAU214M20250,7
5053UAU214M20250,4042MEX020G20250,7
5053LÍF201M20250,5053UAU206M20250,4
5053UAU206M20250,5053LÍF201M20250,4
5053LÍF201M20250,5053UAU213M20250,11
5053UAU213M20250,5053LÍF201M20250,11
5053UAU206M20250,5053UAU214M20250,3
5053UAU214M20250,5053UAU206M20250,3
5053UAU213M20250,5053UAU214M20250,9
5053UAU214M20250,5053UAU213M20250,9
3033KVI423G20250,3034SAG413G20250,1
3034SAG413G20250,3033KVI423G20250,1
3033KVI423G20250,5051TÖL205G20250,1
5051TÖL205G20250,3033KVI423G20250,1
3033KVI423G20250,5054TÖV201G20250,1
5054TÖV201G20250,3033KVI423G20250,1
3034SAG413G20250,5051TÖL205G20250,1
5051TÖL205G20250,3034SAG413G20250,1
3034SAG413G20250,5054TÖV201G20250,1
5054TÖV201G20250,3034SAG413G20250,1
4042GKY201F20250,4042GKY401G20250,11
4042GKY401G20250,4042GKY201F20250,11
4042GKY201F20250,4042KME006F20250,13
4042KME006F20250,4042GKY201F20250,13
4042GKY201F20250,4043MVS212F20250,1
4043MVS212F20250,4042GKY201F20250,1
4042GKY201F20250,4044LVG203M20250,1
4044LVG203M20250,4042GKY201F20250,1
4042GKY401G20250,4042KME006F20250,12
4042KME006F20250,4042GKY401G20250,12
4042GKY401G20250,4043MVS212F20250,2
4043MVS212F20250,4042GKY401G20250,2
4042GKY401G20250,4044LVG203M20250,2
4044LVG203M20250,4042GKY401G20250,2
4042KME006F20250,4043MVS212F20250,3
4043MVS212F20250,4042KME006F20250,3
4042KME006F20250,4044LVG203M20250,1
4044LVG203M20250,4042KME006F20250,1
4043MVS212F20250,4044LVG203M20250,2
4044LVG203M20250,4043MVS212F20250,2
3033ÍSE405G20250,3033ÍSE509G20250,3
3033ÍSE509G20250,3033ÍSE405G20250,3
3033ÍSE405G20250,3033ÍSE603G20250,2
