course1,course2,n_students
3031ENS202G20250,3031ENS455G20250,3
3031ENS455G20250,3031ENS202G20250,3
5055STÆ202G20250,5055STÆ401M20250,2
5055STÆ401M20250,5055STÆ202G20250,2
5055STÆ207G20250,5055STÆ401M20250,1
5055STÆ401M20250,5055STÆ207G20250,1
5055STÆ207G20250,5055STÆ405G20250,1
5055STÆ405G20250,5055STÆ207G20250,1
5055STÆ207G20250,5055STÆ412G20250,1
5055STÆ412G20250,5055STÆ207G20250,1
5055STÆ401M20250,5055STÆ405G20250,7
5055STÆ405G20250,5055STÆ401M20250,7
5055STÆ401M20250,5055STÆ412G20250,8
5055STÆ412G20250,5055STÆ401M20250,8
4043UME009M20250,4043UME204M20250,2
4043UME204M20250,4043UME009M20250,2
4042MVS009F20250,4043UME206F20250,3
4043UME206F20250,4042MVS009F20250,3
4042MVS009F20250,4044SNU203M20250,1
4044SNU203M20250,4042MVS009F20250,1
4043UME206F20250,4044SNU203M20250,1
4044SNU203M20250,4043UME206F20250,1
4042KEN213F20250,4044ÍET201M20250,2
4044ÍET201M20250,4042KEN213F20250,2
4044ÍET201M20250,4044ÍET211F20250,2
4044ÍET211F20250,4044ÍET201M20250,2
5051HBV205M20250,5051TÖL205G20250,1
5051TÖL205G20250,5051HBV205M20250,1
5051HBV205M20250,5051TÖL607G20250,1
5051TÖL607G20250,5051HBV205M20250,1
5051HBV205M20250,5054TÖV201G20250,1
5054TÖV201G20250,5051HBV205M20250,1
5051TÖL205G20250,5051TÖL607G20250,2
5051TÖL607G20250,5051TÖL205G20250,2
4043UMD020F20250,4043UMD075F20250,1
4043UMD075F20250,4043UMD020F20250,1
4043UMD020F20250,4043UMD077F20250,3
4043UMD077F20250,4043UMD020F20250,3
4043UMD020F20250,4043UMD532L20250,7
4043UMD532L20250,4043UMD020F20250,7
4043UMD075F20250,4043UMD077F20250,2
4043UMD077F20250,4043UMD075F20250,2
4043UMD077F20250,4043UMD532L20250,7
4043UMD532L20250,4043UMD077F20250,7
2025SÁL245F20250,4042MVS009F20250,2
4042MVS009F20250,2025SÁL245F20250,2
4042MVS009F20250,6061ATF201F20250,2
6061ATF201F20250,4042MVS009F20250,2
4042MVS009F20250,6061ATF202F20250,2
6061ATF202F20250,4042MVS009F20250,2
4042MVS009F20250,6061ATF203F20250,2
6061ATF203F20250,4042MVS009F20250,2
3031ENS455G20250,3031ENS468G20250,3
3031ENS468G20250,3031ENS455G20250,3
3031ENS455G20250,3031MOM401G20250,2
3031MOM401G20250,3031ENS455G20250,2
3031ENS461G20250,3031MOM401G20250,2
3031MOM401G20250,3031ENS461G20250,2
3031ENS468G20250,3031MOM401G20250,1
3031MOM401G20250,3031ENS468G20250,1
4041TÓS202G20250,4043UME007G20250,3
4043UME007G20250,4041TÓS202G20250,3
4044SFG005G20250,4044ÍET214F20250,4
4044ÍET214F20250,4044SFG005G20250,4
5051TÖL203G20250,5051TÖL401G20250,3
5051TÖL401G20250,5051TÖL203G20250,3
1016VIÐ264L20250,1016VIÐ416G20250,8
1016VIÐ416G20250,1016VIÐ264L20250,8
1016VIÐ401G20250,1016VIÐ416G20250,3
1016VIÐ416G20250,1016VIÐ401G20250,3
1011NSR210F20250,1011NSR441L20250,4
1011NSR441L20250,1011NSR210F20250,4
1011NSR211F20250,1011NSR441L20250,3
1011NSR441L20250,1011NSR211F20250,3
4042LSS408G20250,4043UME202G20250,13
4043UME202G20250,4042LSS408G20250,13
5051IÐN401G20250,5055MAS202M20250,3
5055MAS202M20250,5051IÐN401G20250,3
5051IÐN401G20250,5055STÆ405G20250,8
5055STÆ405G20250,5051IÐN401G20250,8
1013HAG261L20250,1013HAG408G20250,1
1013HAG408G20250,1013HAG261L20250,1
1011FÉL034G20250,1011FÉL405G20250,3
1011FÉL405G20250,1011FÉL034G20250,3
1011FÉL034G20250,1011FÉL443G20250,4
1011FÉL443G20250,1011FÉL034G20250,4
1011FÉL261L20250,1011FÉL405G20250,2
1011FÉL405G20250,1011FÉL261L20250,2
1011FÉL261L20250,1011FÉL443G20250,2
1011FÉL443G20250,1011FÉL261L20250,2
1011FÉL405G20250,1011FÉL443G20250,3
1011FÉL443G20250,1011FÉL405G20250,3
1011FÉL405G20250,1011FÉL601G20250,5
1011FÉL601G20250,1011FÉL405G20250,5
1011FÉL443G20250,1011FÉL601G20250,3
1011FÉL601G20250,1011FÉL443G20250,3
5051HBV601G20250,5051REI201G20250,3
5051REI201G20250,5051HBV601G20250,3
4041ÞRS401G20250,4041ÞRS601M20250,1
4041ÞRS601M20250,4041ÞRS401G20250,1
4043UME004M20250,4043UME202G20250,2
4043UME202G20250,4043UME004M20250,2
5053UAU027F20250,5053UAU201F20250,2
5053UAU201F20250,5053UAU027F20250,2
3033MFR703M20250,3034SAG201F20250,1
3034SAG201F20250,3033MFR703M20250,1
3033MFR703M20250,3034SAG711M20250,1
3034SAG711M20250,3033MFR703M20250,1
3034SAG201F20250,3034SAG711M20250,1
3034SAG711M20250,3034SAG201F20250,1
5051TÖL203G20250,5055EÐL206G20250,1
5055EÐL206G20250,5051TÖL203G20250,1
5051TÖL203G20250,5055STÆ207G20250,5
5055STÆ207G20250,5051TÖL203G20250,5
1011ÞJÓ437G20250,1015STJ439G20250,2
1015STJ439G20250,1011ÞJÓ437G20250,2
1011ÞJÓ437G20250,1016VIÐ406G20250,2
1016VIÐ406G20250,1011ÞJÓ437G20250,2
1011ÞJÓ437G20250,4043INT401G20250,1
4043INT401G20250,1011ÞJÓ437G20250,1
1015STJ439G20250,1016VIÐ406G20250,1
1016VIÐ406G20250,1015STJ439G20250,1
1015STJ439G20250,4043INT401G20250,1
4043INT401G20250,1015STJ439G20250,1
1016VIÐ406G20250,4043INT401G20250,2
4043INT401G20250,1016VIÐ406G20250,2
4042KME204F20250,4042LSS441L20250,1
4042LSS441L20250,4042KME204F20250,1
1011MAN401F20250,2021HJÚ224G20250,1
2021HJÚ224G20250,1011MAN401F20250,1
1011MAN401F20250,2021HJÚ225G20250,1
2021HJÚ225G20250,1011MAN401F20250,1
1011MAN401F20250,2023HVS202G20250,1
2023HVS202G20250,1011MAN401F20250,1
1011MAN442L20250,2021HJÚ224G20250,1
2021HJÚ224G20250,1011MAN442L20250,1
1011MAN442L20250,2021HJÚ225G20250,1
2021HJÚ225G20250,1011MAN442L20250,1
1011MAN442L20250,2023HVS202G20250,1
2023HVS202G20250,1011MAN442L20250,1
4043UMD020F20250,4043UMD055F20250,5
4043UMD055F20250,4043UMD020F20250,5
4043UMD020F20250,4043UMD815F20250,3
4043UMD815F20250,4043UMD020F20250,3
2023HGF001G20250,2023HGF002G20250,1
2023HGF002G20250,2023HGF001G20250,1
2023HGF001G20250,2023HGF204G20250,1
2023HGF204G20250,2023HGF001G20250,1
4041ÞRS207F20250,4043UME204M20250,3
4043UME204M20250,4041ÞRS207F20250,3
1012ÖLD201F20250,2023LÆK0AQF20250,2
2023LÆK0AQF20250,1012ÖLD201F20250,2
1012ÖLD201F20250,2024NÆR0AMF20250,2
2024NÆR0AMF20250,1012ÖLD201F20250,2
1012ÖLD201F20250,2024NÆR441L20250,2
2024NÆR441L20250,1012ÖLD201F20250,2
1012ÖLD201F20250,2024NÆR616M20250,3
2024NÆR616M20250,1012ÖLD201F20250,3
2023LÆK0AQF20250,2024NÆR441L20250,4
2024NÆR441L20250,2023LÆK0AQF20250,4
2024NÆR0AMF20250,2024NÆR441L20250,5
2024NÆR441L20250,2024NÆR0AMF20250,5
2024NÆR441L20250,2024NÆR616M20250,4
2024NÆR616M20250,2024NÆR441L20250,4
0000MET0AZG20250,2021HJÚ212G20250,2
2021HJÚ212G20250,0000MET0AZG20250,2
0000MET0AZG20250,2021HJÚ214G20250,3
2021HJÚ214G20250,0000MET0AZG20250,3
0000MET0AZG20250,2021HJÚ224G20250,2
2021HJÚ224G20250,0000MET0AZG20250,2
0000MET0AZG20250,2021HJÚ225G20250,2
2021HJÚ225G20250,0000MET0AZG20250,2
0000MET0AZG20250,2021HJÚ243G20250,3
2021HJÚ243G20250,0000MET0AZG20250,3
0000MET0AZG20250,2021HJÚ416G20250,1
2021HJÚ416G20250,0000MET0AZG20250,1
0000MET0AZG20250,2021HJÚ818L20250,2
2021HJÚ818L20250,0000MET0AZG20250,2
0000MET0AZG20250,2023HVS202G20250,2
2023HVS202G20250,0000MET0AZG20250,2
2021HJÚ212G20250,2021HJÚ416G20250,1
2021HJÚ416G20250,2021HJÚ212G20250,1
2021HJÚ212G20250,2021HJÚ818L20250,2
2021HJÚ818L20250,2021HJÚ212G20250,2
2021HJÚ214G20250,2021HJÚ818L20250,4
2021HJÚ818L20250,2021HJÚ214G20250,4
2021HJÚ224G20250,2021HJÚ818L20250,3
2021HJÚ818L20250,2021HJÚ224G20250,3
2021HJÚ225G20250,2021HJÚ818L20250,2
2021HJÚ818L20250,2021HJÚ225G20250,2
2021HJÚ243G20250,2021HJÚ818L20250,3
2021HJÚ818L20250,2021HJÚ243G20250,3
2021HJÚ416G20250,2021HJÚ818L20250,1
2021HJÚ818L20250,2021HJÚ416G20250,1
2021HJÚ818L20250,2023HVS202G20250,2
2023HVS202G20250,2021HJÚ818L20250,2
4042MVS011F20250,4043STM215F20250,2
4043STM215F20250,4042MVS011F20250,2
4042MVS011F20250,4044LVG207M20250,1
4044LVG207M20250,4042MVS011F20250,1
4043STM215F20250,4044LVG207M20250,1
4044LVG207M20250,4043STM215F20250,1
2025SÁL418G20250,2025SÁL627G20250,3
2025SÁL627G20250,2025SÁL418G20250,3
4041ÞRS261L20250,4043UME007G20250,3
4043UME007G20250,4041ÞRS261L20250,3
4041ÞRS601M20250,4043UME007G20250,3
4043UME007G20250,4041ÞRS601M20250,3
4041ÞRS605G20250,4043UME007G20250,3
4043UME007G20250,4041ÞRS605G20250,3
5051VÉL049F20250,5051VÉL218F20250,1
5051VÉL218F20250,5051VÉL049F20250,1
5051VÉL049F20250,5051VÉL240F20250,1
5051VÉL240F20250,5051VÉL049F20250,1
5051VÉL049F20250,5053UAU213M20250,1
5053UAU213M20250,5051VÉL049F20250,1
5051VÉL218F20250,5053UAU213M20250,2
5053UAU213M20250,5051VÉL218F20250,2
5051VÉL240F20250,5053UAU213M20250,1
5053UAU213M20250,5051VÉL240F20250,1
3033ÍSB823F20250,3033ÍSB825F20250,3
3033ÍSB825F20250,3033ÍSB823F20250,3
3033ÍSB825F20250,3033ÍSL615M20250,1
3033ÍSL615M20250,3033ÍSB825F20250,1
5054RAF055F20250,5054RAF602M20250,1
5054RAF602M20250,5054RAF055F20250,1
5054RAF055F20250,5054RAF620M20250,1
5054RAF620M20250,5054RAF055F20250,1
5054RAF055F20250,5054ROT441L20250,2
5054ROT441L20250,5054RAF055F20250,2
5054RAF055F20250,5054TÖV602M20250,2
5054TÖV602M20250,5054RAF055F20250,2
5054RAF602M20250,5054ROT441L20250,1
5054ROT441L20250,5054RAF602M20250,1
5054RAF620M20250,5054ROT441L20250,1
5054ROT441L20250,5054RAF620M20250,1
5054ROT441L20250,5054TÖV602M20250,2
5054TÖV602M20250,5054ROT441L20250,2
3031ENS231L20250,3031ENS313G20250,4
3031ENS313G20250,3031ENS231L20250,4
3031ENS231L20250,3031ENS455G20250,1
3031ENS455G20250,3031ENS231L20250,1
4044SFG005G20250,4044SFG203M20250,6
4044SFG203M20250,4044SFG005G20250,6
4044SFG005G20250,4044SFG601L20250,7
4044SFG601L20250,4044SFG005G20250,7
4044SFG005G20250,4044SNU201M20250,4
4044SNU201M20250,4044SFG005G20250,4
4044SFG009G20250,4044SFG203M20250,5
4044SFG203M20250,4044SFG009G20250,5
4044SFG009G20250,4044SFG601L20250,8
4044SFG601L20250,4044SFG009G20250,8
4044SFG203M20250,4044SFG601L20250,3
4044SFG601L20250,4044SFG203M20250,3
4044SFG203M20250,4044SNU201M20250,7
4044SNU201M20250,4044SFG203M20250,7
4044SFG601L20250,4044SNU201M20250,3
4044SNU201M20250,4044SFG601L20250,3
5051HBV205M20250,5051IÐN216F20250,1
5051IÐN216F20250,5051HBV205M20250,1
5051HBV205M20250,5051IÐN222F20250,1
5051IÐN222F20250,5051HBV205M20250,1
5051IÐN216F20250,5051TÖL212F20250,1
5051TÖL212F20250,5051IÐN216F20250,1
5051IÐN216F20250,5051TÖL605M20250,1
5051TÖL605M20250,5051IÐN216F20250,1
5051IÐN216F20250,5051TÖL606M20250,2
5051TÖL606M20250,5051IÐN216F20250,2
5051IÐN222F20250,5051TÖL212F20250,1
5051TÖL212F20250,5051IÐN222F20250,1
5051IÐN222F20250,5051TÖL605M20250,1
5051TÖL605M20250,5051IÐN222F20250,1
5051IÐN222F20250,5051TÖL606M20250,2
5051TÖL606M20250,5051IÐN222F20250,2
5051HBV401G20250,5051REI204M20250,4
5051REI204M20250,5051HBV401G20250,4
5051HBV401G20250,5053UAU213M20250,2
5053UAU213M20250,5051HBV401G20250,2
5051HBV401G20250,5055EÐL209M20250,2
5055EÐL209M20250,5051HBV401G20250,2
5051HBV401G20250,5056UMV605M20250,2
5056UMV605M20250,5051HBV401G20250,2
5051REI204M20250,5053UAU213M20250,2
5053UAU213M20250,5051REI204M20250,2
5051REI204M20250,5055EÐL209M20250,3
5055EÐL209M20250,5051REI204M20250,3
5051REI204M20250,5056UMV605M20250,2
5056UMV605M20250,5051REI204M20250,2
5053UAU213M20250,5055EÐL209M20250,2
5055EÐL209M20250,5053UAU213M20250,2
5053UAU213M20250,5056UMV605M20250,2
5056UMV605M20250,5053UAU213M20250,2
5055EÐL209M20250,5056UMV605M20250,2
5056UMV605M20250,5055EÐL209M20250,2
2025SÁL605G20250,2025SÁL624G20250,7
2025SÁL624G20250,2025SÁL605G20250,7
2025SÁL605G20250,3033ÍSL209G20250,1
3033ÍSL209G20250,2025SÁL605G20250,1
2025SÁL624G20250,3033ÍSL209G20250,1
3033ÍSL209G20250,2025SÁL624G20250,1
1011NSR028F20250,1016MAU431L20250,1
1016MAU431L20250,1011NSR028F20250,1
1011NSR441L20250,1016MAU431L20250,1
1016MAU431L20250,1011NSR441L20250,1
1011MAN017F20250,3033ÍSE009G20250,1
3033ÍSE009G20250,1011MAN017F20250,1
1011MAN507M20250,3033ÍSE009G20250,1
3033ÍSE009G20250,1011MAN507M20250,1
0000MET095F20250,4043MVS213F20250,1
4043MVS213F20250,0000MET095F20250,1
0000MET095F20250,4044ÍET206F20250,1
4044ÍET206F20250,0000MET095F20250,1
0000MET095F20250,4044ÍET214F20250,1
4044ÍET214F20250,0000MET095F20250,1
4043MVS213F20250,4044ÍET214F20250,2
4044ÍET214F20250,4043MVS213F20250,2
1015OSS204F20250,3034SAG206M20250,11
3034SAG206M20250,1015OSS204F20250,11
1013HAG208G20250,1013HAG408G20250,3
1013HAG408G20250,1013HAG208G20250,3
1013HAG208G20250,1013HAG409G20250,4
1013HAG409G20250,1013HAG208G20250,4
1013HAG208G20250,1016VIÐ402G20250,2
1016VIÐ402G20250,1013HAG208G20250,2
1013HAG208G20250,1016VIÐ415G20250,2
1016VIÐ415G20250,1013HAG208G20250,2
1013HAG210G20250,1013HAG408G20250,6
1013HAG408G20250,1013HAG210G20250,6
1013HAG210G20250,1013HAG409G20250,6
1013HAG409G20250,1013HAG210G20250,6
1013HAG210G20250,1016VIÐ402G20250,4
1016VIÐ402G20250,1013HAG210G20250,4
1013HAG210G20250,1016VIÐ415G20250,3
1016VIÐ415G20250,1013HAG210G20250,3
1013HAG408G20250,1016VIÐ402G20250,5
1016VIÐ402G20250,1013HAG408G20250,5
1013HAG408G20250,1016VIÐ415G20250,1
1016VIÐ415G20250,1013HAG408G20250,1
1013HAG409G20250,1016VIÐ402G20250,5
1016VIÐ402G20250,1013HAG409G20250,5
1013HAG409G20250,1016VIÐ415G20250,1
1016VIÐ415G20250,1013HAG409G20250,1
5055EÐL523M20250,5055STÆ401G20250,2
5055STÆ401G20250,5055EÐL523M20250,2
2025SÁL201G20250,2025SÁL605G20250,2
2025SÁL605G20250,2025SÁL201G20250,2
2025SÁL201G20250,2025SÁL624G20250,1
2025SÁL624G20250,2025SÁL201G20250,1
2025SÁL203G20250,2025SÁL605G20250,2
2025SÁL605G20250,2025SÁL203G20250,2
2025SÁL203G20250,2025SÁL624G20250,1
2025SÁL624G20250,2025SÁL203G20250,1
2025SÁL414G20250,2025SÁL624G20250,2
2025SÁL624G20250,2025SÁL414G20250,2
2023LÆK092F20250,5053LÍF441L20250,2
5053LÍF441L20250,2023LÆK092F20250,2
1015KYN202G20250,3033KVI201G20250,1
3033KVI201G20250,1015KYN202G20250,1
1015KYN202G20250,3034HSP202G20250,1
3034HSP202G20250,1015KYN202G20250,1
3033KVI201G20250,3034HSP202G20250,1
3034HSP202G20250,3033KVI201G20250,1
4042GKY401G20250,4043UME404G20250,1
4043UME404G20250,4042GKY401G20250,1
4042KME205G20250,4043UME404G20250,2
4043UME404G20250,4042KME205G20250,2
4042LSS207G20250,4043UME404G20250,2
4043UME404G20250,4042LSS207G20250,2
4044SNU011G20250,4044ÍET204G20250,1
4044ÍET204G20250,4044SNU011G20250,1
4044SNU014G20250,4044ÍET204G20250,1
4044ÍET204G20250,4044SNU014G20250,1
1011FÉL241L20250,1011FÉL405G20250,2
1011FÉL405G20250,1011FÉL241L20250,2
1011FÉL241L20250,1011FÉL416G20250,1
1011FÉL416G20250,1011FÉL241L20250,1
1011FÉL241L20250,1016VIÐ625G20250,1
1016VIÐ625G20250,1011FÉL241L20250,1
1011FÉL405G20250,1011FÉL416G20250,3
1011FÉL416G20250,1011FÉL405G20250,3
1011FÉL405G20250,1016VIÐ625G20250,1
1016VIÐ625G20250,1011FÉL405G20250,1
1011FÉL416G20250,1011FÉL601G20250,5
1011FÉL601G20250,1011FÉL416G20250,5
1011FÉL416G20250,1016VIÐ625G20250,1
1016VIÐ625G20250,1011FÉL416G20250,1
1011FÉL601G20250,1016VIÐ625G20250,1
1016VIÐ625G20250,1011FÉL601G20250,1
5051VON006G20250,5055EÐL205G20250,1
5055EÐL205G20250,5051VON006G20250,1
5051VON006G20250,5055EÐL407G20250,1
5055EÐL407G20250,5051VON006G20250,1
5055EÐL205G20250,5055EÐL401G20250,3
5055EÐL401G20250,5055EÐL205G20250,3
5055EÐL205G20250,5055EÐL404M20250,4
5055EÐL404M20250,5055EÐL205G20250,4
5055EÐL205G20250,5055EÐL407G20250,2
5055EÐL407G20250,5055EÐL205G20250,2
5055EÐL407G20250,5055STÆ205G20250,1
5055STÆ205G20250,5055EÐL407G20250,1
3031MOM401G20250,3031ÍTA249G20250,1
3031ÍTA249G20250,3031MOM401G20250,1
3031MOM401G20250,3031ÍTA410G20250,1
3031ÍTA410G20250,3031MOM401G20250,1
3031ÍTA249G20250,3031ÍTA410G20250,1
3031ÍTA410G20250,3031ÍTA249G20250,1
4044FAG401F20250,4044ÍET401L20250,3
4044ÍET401L20250,4044FAG401F20250,3
1011FÉL261L20250,1011FÉL416G20250,1
1011FÉL416G20250,1011FÉL261L20250,1
1011FÉL261L20250,1011ÞJÓ437G20250,1
1011ÞJÓ437G20250,1011FÉL261L20250,1
1011FÉL416G20250,1011ÞJÓ437G20250,1
1011ÞJÓ437G20250,1011FÉL416G20250,1
1011FÉL601G20250,1011ÞJÓ437G20250,1
1011ÞJÓ437G20250,1011FÉL601G20250,1
5051TÖL203G20250,5055EVF401G20250,3
5055EVF401G20250,5051TÖL203G20250,3
4042LSS212G20250,4042LSS408G20250,3
4042LSS408G20250,4042LSS212G20250,3
4042KME206G20250,4044SFG201G20250,7
4044SFG201G20250,4042KME206G20250,7
4044SFG201G20250,4044SNU204G20250,10
4044SNU204G20250,4044SFG201G20250,10
4044SFG201G20250,4044ÍET204G20250,8
4044ÍET204G20250,4044SFG201G20250,8
3034HSP202G20250,3034HSP410G20250,4
3034HSP410G20250,3034HSP202G20250,4
3034HSP202G20250,3034HSP416G20250,1
3034HSP416G20250,3034HSP202G20250,1
3034HSP202G20250,3034HSP440M20250,1
3034HSP440M20250,3034HSP202G20250,1
3034HSP202G20250,3034HSP441M20250,1
3034HSP441M20250,3034HSP202G20250,1
3034HSP410G20250,3034HSP440M20250,4
3034HSP440M20250,3034HSP410G20250,4
3034HSP410G20250,3034HSP441M20250,2
3034HSP441M20250,3034HSP410G20250,2
3033ABF020F20250,3033RÚT803F20250,2
3033RÚT803F20250,3033ABF020F20250,2
5051IÐN401G20250,5051REI204M20250,1
5051REI204M20250,5051IÐN401G20250,1
5051IÐN401G20250,5051REI603M20250,4
5051REI603M20250,5051IÐN401G20250,4
5051REI204M20250,5051TÖL205G20250,2
5051TÖL205G20250,5051REI204M20250,2
5051REI603M20250,5051TÖL205G20250,2
5051TÖL205G20250,5051REI603M20250,2
2021HJÚ263F20250,2021HJÚ274F20250,1
2021HJÚ274F20250,2021HJÚ263F20250,1
3031ENS202G20250,3031JAP502G20250,1
3031JAP502G20250,3031ENS202G20250,1
3031ENS202G20250,3033ABF438G20250,1
3033ABF438G20250,3031ENS202G20250,1
3031JAP502G20250,3033ABF438G20250,1
3033ABF438G20250,3031JAP502G20250,1
4042KME002F20250,4042KME201F20250,4
4042KME201F20250,4042KME002F20250,4
4042KME002F20250,4042LSS606G20250,1
4042LSS606G20250,4042KME002F20250,1
4042KME201F20250,4042LSS606G20250,1
4042LSS606G20250,4042KME201F20250,1
1014LÖG206F20250,1014LÖG222F20250,18
1014LÖG222F20250,1014LÖG206F20250,18
1015STJ261L20250,1016HSÞ001M20250,1
1016HSÞ001M20250,1015STJ261L20250,1
4041TÓS005M20250,4041TÓS009G20250,4
4041TÓS009G20250,4041TÓS005M20250,4
4041TÓS009G20250,4041TÓS261L20250,5
4041TÓS261L20250,4041TÓS009G20250,5
4041TÓS009G20250,4041TÓS601G20250,6
4041TÓS601G20250,4041TÓS009G20250,6
1011MAN346G20250,1015KYN201G20250,1
1015KYN201G20250,1011MAN346G20250,1
1011MAN346G20250,4043UME004M20250,1
4043UME004M20250,1011MAN346G20250,1
1015KYN201G20250,4043UME004M20250,2
4043UME004M20250,1015KYN201G20250,2
5052JAR045G20250,5055EÐL206G20250,4
5055EÐL206G20250,5052JAR045G20250,4
5052JAR045G20250,5055EÐL207G20250,3
5055EÐL207G20250,5052JAR045G20250,3
5052JAR045G20250,5055STÆ205G20250,2
5055STÆ205G20250,5052JAR045G20250,2
5052JAR202G20250,5055EÐL206G20250,6
5055EÐL206G20250,5052JAR202G20250,6
5052JAR202G20250,5055EÐL207G20250,5
5055EÐL207G20250,5052JAR202G20250,5
5052JAR202G20250,5055STÆ205G20250,5
5055STÆ205G20250,5052JAR202G20250,5
5052JEÐ201G20250,5055EÐL206G20250,6
5055EÐL206G20250,5052JEÐ201G20250,6
5052JEÐ201G20250,5055EÐL207G20250,5
5055EÐL207G20250,5052JEÐ201G20250,5
5052JEÐ201G20250,5055STÆ205G20250,5
5055STÆ205G20250,5052JEÐ201G20250,5
3033ÍSE261L20250,3033ÍSE408G20250,2
3033ÍSE408G20250,3033ÍSE261L20250,2
3033ÍSE261L20250,3033ÍSE601G20250,11
3033ÍSE601G20250,3033ÍSE261L20250,11
3033ÍSE261L20250,3033ÍSE603G20250,11
3033ÍSE603G20250,3033ÍSE261L20250,11
3033ÍSE408G20250,3033ÍSE601G20250,4
3033ÍSE601G20250,3033ÍSE408G20250,4
3034SAG448G20250,5051HBV403G20250,3
5051HBV403G20250,3034SAG448G20250,3
3034SAG448G20250,5051HBV601G20250,5
5051HBV601G20250,3034SAG448G20250,5
3034SAG448G20250,5051IÐN201G20250,2
5051IÐN201G20250,3034SAG448G20250,2
3034SAG448G20250,5051TÖL605M20250,3
5051TÖL605M20250,3034SAG448G20250,3
4041ÞRS006M20250,4041ÞRS601M20250,11
4041ÞRS601M20250,4041ÞRS006M20250,11
1011ÞJÓ437G20250,3031ÍTA410G20250,1
3031ÍTA410G20250,1011ÞJÓ437G20250,1
1011ÞJÓ437G20250,3034HSP410G20250,1
3034HSP410G20250,1011ÞJÓ437G20250,1
3031ÍTA410G20250,3034HSP410G20250,1
3034HSP410G20250,3031ÍTA410G20250,1
1012FRG261L20250,1012FRG412G20250,1
1012FRG412G20250,1012FRG261L20250,1
1012FRG406G20250,1012FRG603G20250,8
1012FRG603G20250,1012FRG406G20250,8
1012FRG406G20250,1015STJ453G20250,5
1015STJ453G20250,1012FRG406G20250,5
1012FRG412G20250,1012FRG603G20250,4
1012FRG603G20250,1012FRG412G20250,4
1012FRG412G20250,1015STJ453G20250,6
1015STJ453G20250,1012FRG412G20250,6
4042MAL003F20250,4043FFU201F20250,2
4043FFU201F20250,4042MAL003F20250,2
4042MAL003F20250,4043NAF002F20250,2
4043NAF002F20250,4042MAL003F20250,2
1013HAG203G20250,1013HAG409G20250,8
1013HAG409G20250,1013HAG203G20250,8
1013HAG203G20250,1013HAG606G20250,3
1013HAG606G20250,1013HAG203G20250,3
5051IÐN229F20250,5051IÐN441L20250,1
5051IÐN441L20250,5051IÐN229F20250,1
1011FÉL007F20250,1011MAN017F20250,3
1011MAN017F20250,1011FÉL007F20250,3
1011FÉL007F20250,1011MAN601F20250,4
1011MAN601F20250,1011FÉL007F20250,4
1011FMÞ201F20250,4043MVS211F20250,1
4043MVS211F20250,1011FMÞ201F20250,1
1011FMÞ201F20250,4043UMD075F20250,1
4043UMD075F20250,1011FMÞ201F20250,1
1011FMÞ201F20250,4043UMD077F20250,1
4043UMD077F20250,1011FMÞ201F20250,1
1011FMÞ201F20250,4043UMD078F20250,1
4043UMD078F20250,1011FMÞ201F20250,1
1011FMÞ201F20250,4043UMD532L20250,1
4043UMD532L20250,1011FMÞ201F20250,1
4043MVS211F20250,4043UMD077F20250,2
4043UMD077F20250,4043MVS211F20250,2
4043MVS211F20250,4043UMD078F20250,1
4043UMD078F20250,4043MVS211F20250,1
4043UMD075F20250,4043UMD078F20250,1
4043UMD078F20250,4043UMD075F20250,1
4043UMD077F20250,4043UMD078F20250,2
4043UMD078F20250,4043UMD077F20250,2
4043UMD078F20250,4043UMD532L20250,2
4043UMD532L20250,4043UMD078F20250,2
2024MON305G20250,2024MON604M20250,3
2024MON604M20250,2024MON305G20250,3
2024MON305G20250,2024NÆR611M20250,2
2024NÆR611M20250,2024MON305G20250,2
2024NÆR506M20250,2024NÆR611M20250,4
2024NÆR611M20250,2024NÆR506M20250,4
2024MON603M20250,2024NÆR091F20250,1
2024NÆR091F20250,2024MON603M20250,1
2024MON603M20250,2024NÆR0AHF20250,1
2024NÆR0AHF20250,2024MON603M20250,1
2024MON603M20250,2024NÆR0AIF20250,1
2024NÆR0AIF20250,2024MON603M20250,1
2024NÆR091F20250,2024NÆR0AHF20250,2
2024NÆR0AHF20250,2024NÆR091F20250,2
2024NÆR091F20250,2024NÆR0AIF20250,2
2024NÆR0AIF20250,2024NÆR091F20250,2
2024NÆR0AHF20250,2024NÆR0AIF20250,3
2024NÆR0AIF20250,2024NÆR0AHF20250,3
4041ÍÞH048F20250,4041ÍÞH051F20250,3
4041ÍÞH051F20250,4041ÍÞH048F20250,3
4041ÍÞH048F20250,4043MVS213F20250,1
4043MVS213F20250,4041ÍÞH048F20250,1
4041ÍÞH050F20250,4041ÍÞH051F20250,5
4041ÍÞH051F20250,4041ÍÞH050F20250,5
4041ÍÞH050F20250,4043MVS213F20250,3
4043MVS213F20250,4041ÍÞH050F20250,3
4041TÓS009G20250,4043UME004M20250,3
4043UME004M20250,4041TÓS009G20250,3
2023LÆK441L20250,2024NÆR506M20250,1
2024NÆR506M20250,2023LÆK441L20250,1
1012FRG205G20250,1012FRG412G20250,5
1012FRG412G20250,1012FRG205G20250,5
3034HMM201F20250,3034HMM240F20250,3
3034HMM240F20250,3034HMM201F20250,3
3034HMM201F20250,3034HMM242F20250,4
3034HMM242F20250,3034HMM201F20250,4
